composite_primary_key,product_name,code,channel,customers__customer_category,month_num,month_year,units
Product Variant 0180-SKU-5BDFEBFE-Wholesale-March 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202603,Mar-26,5
Product Variant 0180-SKU-5BDFEBFE-Wholesale-March 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202603,Mar-26,0
Product Variant 0180-SKU-5BDFEBFE-Wholesale-April 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202604,Apr-26,6
Product Variant 0180-SKU-5BDFEBFE-Wholesale-April 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202604,Apr-26,0
Product Variant 0180-SKU-5BDFEBFE-Wholesale-May 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202605,May-26,4
Product Variant 0180-SKU-5BDFEBFE-Wholesale-May 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202605,May-26,0
Product Variant 0180-SKU-5BDFEBFE-Wholesale-June 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202606,Jun-26,4
Product Variant 0180-SKU-5BDFEBFE-Wholesale-June 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202606,Jun-26,0
Product Variant 0180-SKU-5BDFEBFE-Wholesale-July 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202607,Jul-26,4
Product Variant 0180-SKU-5BDFEBFE-Wholesale-July 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202607,Jul-26,0
Product Variant 0180-SKU-5BDFEBFE-Wholesale-August 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202608,Aug-26,8
Product Variant 0180-SKU-5BDFEBFE-Wholesale-August 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202608,Aug-26,0
Product Variant 0180-SKU-5BDFEBFE-Wholesale-September 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202609,Sep-26,5
Product Variant 0180-SKU-5BDFEBFE-Wholesale-September 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202609,Sep-26,0
Product Variant 0180-SKU-5BDFEBFE-Wholesale-October 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202610,Oct-26,20
Product Variant 0180-SKU-5BDFEBFE-Wholesale-October 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202610,Oct-26,1
Product Variant 0180-SKU-5BDFEBFE-Wholesale-November 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202611,Nov-26,11
Product Variant 0180-SKU-5BDFEBFE-Wholesale-November 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202611,Nov-26,0
Product Variant 0180-SKU-5BDFEBFE-Wholesale-December 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Professional - Esthetician,202612,Dec-26,10
Product Variant 0180-SKU-5BDFEBFE-Wholesale-December 2026,Product Variant 0180,SKU-5BDFEBFE,Wholesale,Retailer - Non-Credo,202612,Dec-26,0
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-January 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202601,Jan-26,4
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-February 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202602,Feb-26,3
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-March 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,7
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-April 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,5
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-May 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,5
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-June 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,7
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-July 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,6
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-August 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,3
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-September 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,5
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-October 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,5
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-November 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,9
Product Variant 0089-SKU-5DB1D376-Direct-to-Consumer-December 2026,Product Variant 0089,SKU-5DB1D376,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,12
Product Variant 0089-SKU-5DB1D376-Wholesale-January 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202601,Jan-26,1
Product Variant 0089-SKU-5DB1D376-Wholesale-February 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202602,Feb-26,1
Product Variant 0089-SKU-5DB1D376-Wholesale-March 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202603,Mar-26,3
Product Variant 0089-SKU-5DB1D376-Wholesale-April 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202604,Apr-26,2
Product Variant 0089-SKU-5DB1D376-Wholesale-May 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202605,May-26,2
Product Variant 0089-SKU-5DB1D376-Wholesale-June 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202606,Jun-26,3
Product Variant 0089-SKU-5DB1D376-Wholesale-July 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202607,Jul-26,2
Product Variant 0089-SKU-5DB1D376-Wholesale-August 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202608,Aug-26,1
Product Variant 0089-SKU-5DB1D376-Wholesale-September 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202609,Sep-26,2
Product Variant 0089-SKU-5DB1D376-Wholesale-October 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202610,Oct-26,2
Product Variant 0089-SKU-5DB1D376-Wholesale-November 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202611,Nov-26,3
Product Variant 0089-SKU-5DB1D376-Wholesale-December 2026,Product Variant 0089,SKU-5DB1D376,Wholesale,Professional - Esthetician,202612,Dec-26,4
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-March 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,2
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-April 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,1
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-May 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,1
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-June 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,2
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-July 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,1
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-August 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,1
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-September 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,1
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-October 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,1
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-November 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,2
Product Variant 0200-SKU-5E0AD0C5-Direct-to-Consumer-December 2026,Product Variant 0200,SKU-5E0AD0C5,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,2
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-March 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202603,Mar-26,1
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-April 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202604,Apr-26,1
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-May 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202605,May-26,1
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-June 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202606,Jun-26,1
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-July 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202607,Jul-26,1
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-August 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202608,Aug-26,1
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-September 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202609,Sep-26,1
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-October 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202610,Oct-26,1
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-November 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202611,Nov-26,2
Product Variant 0095-SKU-5EC38CF1-Direct-to-Consumer-December 2026,Product Variant 0095,SKU-5EC38CF1,Direct-to-Consumer,Unknown,202612,Dec-26,1
Product Variant 0095-SKU-5EC38CF1-Wholesale-March 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202603,Mar-26,5
Product Variant 0095-SKU-5EC38CF1-Wholesale-April 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202604,Apr-26,4
Product Variant 0095-SKU-5EC38CF1-Wholesale-May 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202605,May-26,3
Product Variant 0095-SKU-5EC38CF1-Wholesale-June 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202606,Jun-26,3
Product Variant 0095-SKU-5EC38CF1-Wholesale-July 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202607,Jul-26,4
Product Variant 0095-SKU-5EC38CF1-Wholesale-August 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202608,Aug-26,5
Product Variant 0095-SKU-5EC38CF1-Wholesale-September 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202609,Sep-26,6
Product Variant 0095-SKU-5EC38CF1-Wholesale-October 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202610,Oct-26,3
Product Variant 0095-SKU-5EC38CF1-Wholesale-November 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202611,Nov-26,9
Product Variant 0095-SKU-5EC38CF1-Wholesale-December 2026,Product Variant 0095,SKU-5EC38CF1,Wholesale,Unknown,202612,Dec-26,4
Product Variant 0086-SKU-5F02AA37-Wholesale-March 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202603,Mar-26,5
Product Variant 0086-SKU-5F02AA37-Wholesale-April 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202604,Apr-26,4
Product Variant 0086-SKU-5F02AA37-Wholesale-May 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202605,May-26,4
Product Variant 0086-SKU-5F02AA37-Wholesale-June 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202606,Jun-26,5
Product Variant 0086-SKU-5F02AA37-Wholesale-July 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202607,Jul-26,5
Product Variant 0086-SKU-5F02AA37-Wholesale-August 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202608,Aug-26,5
Product Variant 0086-SKU-5F02AA37-Wholesale-September 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202609,Sep-26,6
Product Variant 0086-SKU-5F02AA37-Wholesale-October 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202610,Oct-26,4
Product Variant 0086-SKU-5F02AA37-Wholesale-November 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202611,Nov-26,8
Product Variant 0086-SKU-5F02AA37-Wholesale-December 2026,Product Variant 0086,SKU-5F02AA37,Wholesale,Professional - Esthetician,202612,Dec-26,3
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-March 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202603,Mar-26,40
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-April 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202604,Apr-26,29
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-May 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202605,May-26,30
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-June 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202606,Jun-26,34
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-July 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202607,Jul-26,28
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-August 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202608,Aug-26,35
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-September 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202609,Sep-26,30
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-October 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202610,Oct-26,28
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-November 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202611,Nov-26,12
Product Variant 0143-SKU-60A2C260-Direct-to-Consumer-December 2026,Product Variant 0143,SKU-60A2C260,Direct-to-Consumer,Unknown,202612,Dec-26,30
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-January 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202601,Jan-26,148
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-February 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202602,Feb-26,82
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-March 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,162
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-April 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,135
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-May 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,140
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-June 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,175
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-July 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,188
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-August 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,198
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-September 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,227
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-October 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,166
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-November 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,351
Product Variant 0021-SKU-61433EE8-Direct-to-Consumer-December 2026,Product Variant 0021,SKU-61433EE8,Direct-to-Consumer,Direct-to-Consumer,202612,Dec-26,144
Product Variant 0021-SKU-61433EE8-Wholesale-January 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202601,Jan-26,53
Product Variant 0021-SKU-61433EE8-Wholesale-January 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202601,Jan-26,24
Product Variant 0021-SKU-61433EE8-Wholesale-February 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202602,Feb-26,61
Product Variant 0021-SKU-61433EE8-Wholesale-February 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202602,Feb-26,17
Product Variant 0021-SKU-61433EE8-Wholesale-March 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202603,Mar-26,81
Product Variant 0021-SKU-61433EE8-Wholesale-March 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202603,Mar-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-March 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202603,Mar-26,33
Product Variant 0021-SKU-61433EE8-Wholesale-April 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202604,Apr-26,65
Product Variant 0021-SKU-61433EE8-Wholesale-April 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202604,Apr-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-April 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202604,Apr-26,27
Product Variant 0021-SKU-61433EE8-Wholesale-May 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202605,May-26,66
Product Variant 0021-SKU-61433EE8-Wholesale-May 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202605,May-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-May 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202605,May-26,27
Product Variant 0021-SKU-61433EE8-Wholesale-June 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202606,Jun-26,79
Product Variant 0021-SKU-61433EE8-Wholesale-June 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202606,Jun-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-June 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202606,Jun-26,32
Product Variant 0021-SKU-61433EE8-Wholesale-July 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202607,Jul-26,82
Product Variant 0021-SKU-61433EE8-Wholesale-July 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202607,Jul-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-July 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202607,Jul-26,34
Product Variant 0021-SKU-61433EE8-Wholesale-August 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202608,Aug-26,84
Product Variant 0021-SKU-61433EE8-Wholesale-August 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202608,Aug-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-August 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202608,Aug-26,34
Product Variant 0021-SKU-61433EE8-Wholesale-September 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202609,Sep-26,93
Product Variant 0021-SKU-61433EE8-Wholesale-September 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202609,Sep-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-September 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202609,Sep-26,38
Product Variant 0021-SKU-61433EE8-Wholesale-October 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202610,Oct-26,66
Product Variant 0021-SKU-61433EE8-Wholesale-October 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202610,Oct-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-October 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202610,Oct-26,27
Product Variant 0021-SKU-61433EE8-Wholesale-November 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202611,Nov-26,134
Product Variant 0021-SKU-61433EE8-Wholesale-November 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202611,Nov-26,2
Product Variant 0021-SKU-61433EE8-Wholesale-November 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202611,Nov-26,55
Product Variant 0021-SKU-61433EE8-Wholesale-December 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Professional - Esthetician,202612,Dec-26,53
Product Variant 0021-SKU-61433EE8-Wholesale-December 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Credo,202612,Dec-26,1
Product Variant 0021-SKU-61433EE8-Wholesale-December 2026,Product Variant 0021,SKU-61433EE8,Wholesale,Retailer - Non-Credo,202612,Dec-26,22
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-March 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202603,Mar-26,19
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-April 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202604,Apr-26,15
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-May 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202605,May-26,16
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-June 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202606,Jun-26,16
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-July 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202607,Jul-26,18
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-August 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202608,Aug-26,16
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-September 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202609,Sep-26,21
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-October 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202610,Oct-26,14
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-November 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202611,Nov-26,27
Product Variant 0083-SKU-6401C8F3-Direct-to-Consumer-December 2026,Product Variant 0083,SKU-6401C8F3,Direct-to-Consumer,Unknown,202612,Dec-26,15
Product Variant 0083-SKU-6401C8F3-Wholesale-March 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202603,Mar-26,5
Product Variant 0083-SKU-6401C8F3-Wholesale-April 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202604,Apr-26,4
Product Variant 0083-SKU-6401C8F3-Wholesale-May 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202605,May-26,4
Product Variant 0083-SKU-6401C8F3-Wholesale-June 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202606,Jun-26,4
Product Variant 0083-SKU-6401C8F3-Wholesale-July 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202607,Jul-26,5
Product Variant 0083-SKU-6401C8F3-Wholesale-August 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202608,Aug-26,4
Product Variant 0083-SKU-6401C8F3-Wholesale-September 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202609,Sep-26,6
Product Variant 0083-SKU-6401C8F3-Wholesale-October 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202610,Oct-26,4
Product Variant 0083-SKU-6401C8F3-Wholesale-November 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202611,Nov-26,7
Product Variant 0083-SKU-6401C8F3-Wholesale-December 2026,Product Variant 0083,SKU-6401C8F3,Wholesale,Unknown,202612,Dec-26,4
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-January 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202601,Jan-26,9
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-February 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202602,Feb-26,15
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-March 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202603,Mar-26,23
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-April 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202604,Apr-26,26
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-May 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202605,May-26,32
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-June 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202606,Jun-26,24
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-July 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202607,Jul-26,26
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-August 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202608,Aug-26,22
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-September 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202609,Sep-26,24
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-October 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202610,Oct-26,13
Product Variant 0024-SKU-65C98C86-Direct-to-Consumer-November 2026,Product Variant 0024,SKU-65C98C86,Direct-to-Consumer,Direct-to-Consumer,202611,Nov-26,38
